시도,시군구,2015. 08 월,2015. 09 월,2015. 10 월,2015. 11 월,2015. 12 월,2016. 01 월,2016. 02 월,2016. 03 월,2016. 04 월,2016. 05 월,2016. 06 월,2016. 07 월,2016. 08 월,2016. 09 월,2016. 10 월,2016. 11 월,2016. 12 월,2017. 01 월,2017. 02 월,2017. 03 월,2017. 04 월,2017. 05 월,2017. 06 월,2017. 07 월,2017. 08 월,2017. 09 월,2017. 10 월,2017. 11 월,2017. 12 월,2018. 01 월,2018. 02 월,2018. 03 월,2018. 04 월,2018. 05 월,2018. 06 월,2018. 07 월,2018. 08 월,2018. 09 월,2018. 10 월,2018. 11 월,2018. 12 월,2019. 01 월,2019. 02 월,2019. 03 월,2019. 04 월,2019. 05 월,2019. 06 월,2019. 07 월,2019. 08 월,2019. 09 월,2019. 10 월,2019. 11 월,2019. 12 월,2020. 01 월,2020. 02 월,2020. 03 월,2020. 04 월,2020. 05 월,2020. 06 월
경남,계,3357120,3359523,3361489,3362754,3364702,3364764,3364695,3365021,3366658,3367730,3368792,3369271,3369074,3369695,3370815,3371731,3373871,3374065,3372266,3371696,3371703,3372586,3373334,3374601,3374467,3375329,3377635,3379020,3380404,3379981,3378430,3377516,3377126,3377626,3377483,3377248,3376730,3376031,3375357,3375047,3373988,3373214,3371016,3369949,3368933,3367857,3366989,3366286,3365282,3364039,3363883,3363274,3362553,3361344,3358828,3355341,3353380,3351347,3349454
경남,고성,55511,55469,55477,55374,55284,55198,55076,55060,55013,54961,54895,54867,54763,54685,54637,54715,54703,54684,54633,54582,54539,54480,54438,54398,54327,54247,54181,54107,54060,53963,53872,53766,53706,53706,53651,53543,53442,53419,53290,53264,53243,53198,53196,53145,53017,52904,52836,52677,52602,52505,52433,52312,52276,52204,52058,51946,51918,51876,51811
경남,김해,528647,528808,528890,528955,528865,528879,528461,528718,528749,528725,528924,529032,528894,528819,528816,529057,529422,529577,529756,529875,530121,530303,531111,531496,531337,531147,531528,531829,532132,532437,531983,531878,531807,531951,532228,532689,533065,533243,533377,533571,533672,534231,534718,535497,536707,537502,538501,539292,539965,540333,541123,541807,542455,542713,542787,542678,542929,543072,542842
경남,남해,46132,46054,45970,45897,45865,45798,45727,45674,45581,45486,45479,45446,45367,45299,45256,45184,45129,45069,45056,44987,44946,44891,44854,44821,44791,44778,44709,44663,44642,44536,44500,44444,44370,44379,44386,44323,44245,44190,44111,44044,43990,43993,43958,44184,44163,44106,44057,43980,43909,43811,43772,43709,43622,43539,43479,43351,43223,43149,43102
경남,밀양,107640,107699,107672,107788,107896,107819,107788,107841,107872,107962,108067,108132,108193,108252,108257,108522,108354,108322,108255,108184,108195,108219,108120,108117,107992,107940,107976,107922,107898,107669,107531,107380,107246,107229,107159,107107,107073,107040,106930,106814,106744,106642,106475,106330,106240,106131,106065,106007,105908,105835,105744,105660,105552,105459,105457,105309,105201,105139,105133
경남,사천,115936,115935,115822,115657,115452,115345,115216,115123,115097,115073,115046,115136,115091,115039,115009,114985,114912,114854,114690,114693,114598,114471,114407,114463,114347,114323,114332,114333,114252,114175,114035,114017,114033,114195,114201,114246,114291,114188,114159,114093,113888,113740,113335,113175,112975,112855,112742,112603,112422,112212,112122,112015,111925,111845,111666,111517,111365,111268,111184
경남,산청,36132,36062,36055,36042,36071,36026,35991,35953,35974,35994,36020,36006,36024,36024,35987,36004,36098,36068,36113,36134,36158,36093,36088,36099,36019,36000,36024,36138,36340,36260,36203,36245,36278,36272,36183,36115,36071,36043,35967,35906,35952,35886,35803,35730,35713,35678,35652,35550,35527,35468,35396,35380,35417,35336,35277,35265,35223,35152,35140
경남,양산,297083,298379,299725,300354,301291,302078,302973,303746,304872,306368,307863,309011,310245,311582,313328,314725,317037,318836,320400,321581,322646,324603,326604,329046,331467,333648,335474,337097,338535,339663,340812,342004,343152,344270,345055,346023,346808,347227,347777,348238,348639,349265,349545,349816,349925,349763,349544,349557,349500,349569,349830,350165,350759,351168,351457,351496,351383,351373,351596
경남,의령,28671,28618,28584,28586,28544,28456,28379,28312,28266,28209,28171,28194,28178,28155,28115,28081,28111,28063,28030,27996,27970,27946,27864,27845,27793,27782,27733,27735,27849,27800,27809,27769,27835,27855,27828,27755,27700,27741,27677,27678,27667,27578,27550,27510,27487,27444,27408,27344,27322,27265,27212,27161,27168,27131,27082,27040,26979,26954,26957
경남,진주,343123,343423,343594,343981,344426,344912,345655,346002,346190,346297,346272,346257,346274,346547,346871,346990,346739,347056,347085,346985,346989,347030,347144,347118,347072,347119,347192,347062,346681,346616,346610,346533,346354,346133,345989,345931,345932,345886,345928,346038,345987,346089,346451,346538,346678,346814,346877,347119,347336,347413,347548,347477,347334,347489,347417,347546,347578,347519,347462
경남,창녕,63550,63627,63678,63755,63817,63707,63631,63687,63740,63767,63835,63881,63849,63939,63964,63967,63982,63962,63871,64003,64042,64049,64072,64073,64042,64084,64135,64131,64101,63953,63947,64057,63999,64000,63895,63677,63495,63336,63342,63370,63396,63221,63031,62985,62860,62751,62646,62547,62470,62421,62460,62421,62331,62182,62161,61934,61889,61873,61825
경남,창원,1070199,1070593,1070083,1070292,1070064,1069697,1069331,1068861,1069043,1068545,1067971,1067439,1066810,1066340,1065829,1065102,1063907,1063116,1061617,1060419,1059959,1059555,1058483,1057692,1056889,1056633,1057098,1057105,1057032,1057179,1056909,1056255,1055948,1055919,1055839,1055382,1054981,1054800,1054353,1054154,1053601,1053290,1052458,1051118,1049897,1049052,1048279,1047856,1047210,1046599,1046054,1045627,1044740,1044579,1043874,1042260,1041553,1040773,1040118
경남,창원시 마산합포,181616,181651,181430,181504,181670,182062,182350,182414,182510,182583,182591,182546,182470,182321,182121,181964,181797,181742,181590,181340,181724,181784,181878,181649,181541,181694,181827,181865,181917,181757,181798,181841,181914,181864,181690,181596,181359,181110,180970,180813,180535,180341,180305,180252,180053,179915,179821,179557,179232,178928,178641,178375,177784,177026,176334,175909,175504,175239,174956
경남,창원시 마산회원,211590,211464,211309,211546,211791,211956,211968,211845,212006,211933,211695,211543,211369,211334,211197,211030,210791,210428,209890,209445,208805,208036,207232,206650,206079,205522,205167,204617,203926,203207,202496,201749,200985,200493,200112,199702,199865,200014,199926,199739,199457,198952,198419,197887,197425,197165,196759,196066,195417,194994,194557,194266,193807,193975,193780,193295,193101,192751,192433
경남,창원시 성산,236601,236607,236261,235316,234399,233909,233554,233352,233286,233059,232673,232488,232338,232230,232065,231843,231571,231472,230565,229743,229256,229142,228961,228643,228400,228470,228685,228480,227942,227940,228169,228158,228046,228067,227851,227817,227767,227703,227609,227591,227337,226547,225768,225270,224880,224446,224107,223291,222774,222399,222061,221742,220945,219933,218885,218233,217948,217430,216982
경남,창원시 의창,257750,257805,257665,257167,256471,255870,255409,254954,254849,254462,254170,253841,253680,253369,253300,252904,252435,252195,252015,251672,251554,251765,251759,252131,252448,252384,252219,252611,253349,253781,253755,253600,253671,253887,254134,253990,253537,253262,252984,252986,252896,253864,254436,254162,253988,253861,253943,255347,256111,256641,257088,257477,258582,260206,261904,262140,262241,262729,263184
경남,창원시 진해,182642,183066,183418,184759,185733,185900,186050,186296,186392,186508,186842,187021,186953,187086,187146,187361,187313,187279,187557,188219,188620,188828,188653,188619,188421,188563,189200,189532,189898,190494,190691,190907,191332,191608,192052,192277,192453,192711,192864,193025,193376,193586,193530,193547,193551,193665,193649,193595,193676,193637,193707,193767,193622,193439,192971,192683,192759,192624,192563
경남,통영,139259,139288,139796,139349,139168,139093,138972,138846,138883,138937,138880,138757,138607,138540,138447,138241,138160,138001,137626,137246,137053,136809,136666,136521,136305,136172,136146,136019,135833,135697,135302,135093,134948,134729,134599,134462,134242,134068,134028,133942,133720,133489,133119,132887,132676,132479,132327,132203,132021,131868,131810,131659,131404,131089,130735,130450,130221,129997,129711
경남,하동,50041,50008,50046,50086,50259,49867,49903,49744,49643,49521,49422,49318,49231,49074,49023,49003,49622,49290,49039,49007,48857,48769,48682,48533,48409,48361,48311,48400,48831,48570,48359,48235,48083,47969,47893,47728,47581,47485,47345,47344,47533,47302,47135,47072,47056,47170,47090,46914,46886,46790,46642,46529,46574,46331,46146,45934,45753,45628,45454
경남,함안,69450,69379,69391,69231,69156,69233,69118,68968,68931,68971,68949,68958,68965,68948,68902,68841,68937,69013,68846,68834,68740,68645,68580,68507,68427,68336,68302,68316,68207,68135,67995,67856,67752,67702,67619,67571,67485,67357,67264,67160,67025,66947,66713,66550,66406,66317,66201,66132,66022,65980,65901,65812,65700,65491,65277,65089,64959,64775,64724
경남,함양,40287,40313,40320,40353,40339,40291,40217,40199,40213,40194,40189,40172,40215,40213,40187,40191,40241,40142,40033,40117,40125,40072,40049,40073,40107,40125,40097,40061,40175,40119,40063,40045,40124,40129,40047,40092,40059,40028,40161,40095,40044,40007,39954,39940,39922,39907,39885,39832,39800,39756,39708,39667,39637,39555,39499,39404,39377,39353,39321
경남,합천,48662,48598,48540,48548,49145,48691,48431,48254,48137,48031,47972,47913,47839,47780,47692,47653,48026,47737,47509,47448,47350,47250,47160,47102,47035,46990,46947,46888,47000,46858,46764,46720,46668,46664,46538,46423,46301,46210,46101,46000,45916,45838,45743,45711,45679,45592,45548,45496,45458,45380,45260,45182,45204,45054,44910,44813,44702,44621,44515
경북,경산,256568,256821,257042,256768,256888,256910,257292,257163,257456,257957,258200,258318,258382,258635,258635,258426,258037,257902,257706,257637,257735,257848,257679,257592,258154,259151,259525,259560,259485,259302,259068,258903,258824,258945,259219,259540,260035,260427,260868,260944,261093,261045,261037,261133,261087,261374,261924,262331,262510,262628,262724,262986,263185,263229,263075,263285,263375,263286,263034
경북,경주,260263,260454,260219,259686,259773,259492,259617,260077,260071,260037,260009,259908,259871,259941,259734,259651,259452,259228,258839,258549,258330,258280,258156,258243,258218,258227,258169,258033,257903,257640,257304,257122,256997,256915,257137,257241,257169,257138,256983,256863,256864,256653,256531,256357,256426,256255,256141,255874,255674,255499,255448,255489,255402,255253,254853,254441,254225,254035,253758
경북,계,2699955,2700461,2700878,2702186,2702826,2701160,2701055,2701148,2701238,2701912,2702385,2702210,2701293,2701445,2700957,2700843,2700398,2698803,2696329,2694544,2693810,2692859,2691727,2690974,2690671,2691502,2691794,2691878,2691706,2688747,2685633,2683661,2682897,2682316,2681090,2679546,2678272,2677762,2676904,2677014,2676831,2674005,2671587,2671036,2670375,2669731,2669850,2668836,2667657,2666795,2666072,2665775,2665836,2662508,2658956,2653418,2651054,2648760,2646493
경북,고령,34625,34564,34576,34565,34594,34576,34534,34481,34463,34451,34454,34460,34398,34347,34329,34268,34257,34192,34092,33997,34004,33962,33909,33874,33818,33818,33808,33763,33768,33668,33591,33544,33481,33462,33360,33283,33133,33113,33082,33025,32969,32912,32837,32847,32774,32688,32622,32614,32554,32492,32428,32355,32373,32296,32220,31968,31910,31842,31764
경북,구미,419869,419743,419748,419661,419915,420032,419765,420232,420291,420698,420562,420383,419908,419997,419904,419747,419891,420048,419788,419432,419455,419392,419611,419808,420403,420909,421434,421677,421799,422106,422196,422208,422287,422268,422239,422068,421864,421783,421812,421800,421494,421140,420770,420392,420294,420463,420507,420468,420399,420319,420230,420095,419742,419761,419296,418436,418205,418007,417480
경북,군위,24077,24081,24083,24114,24126,24120,24136,24113,24099,24130,24104,24118,24113,24152,24147,24136,24171,24221,24324,24368,24360,24324,24271,24213,24188,24163,24190,24214,24215,24200,24166,24242,24340,24607,24386,24247,24129,24057,24002,23939,23919,23819,23766,23729,23699,23669,23617,23641,23647,23677,23674,23724,23843,23821,23800,23614,23534,23477,23451
경북,김천,140015,140078,140157,140135,140132,140237,140706,140989,141054,141204,141520,141675,141841,142037,142131,142262,142256,142277,142524,142902,143041,143095,143107,143091,143056,143195,143057,143032,142908,142618,142318,142271,142209,142164,141978,141812,141710,141577,141430,141388,141104,140963,140947,141315,141397,141466,141533,141433,141380,141374,141355,141320,141229,140991,140863,140609,140418,140384,140651
경북,문경,75432,75432,75342,75329,75784,75572,75610,75507,75370,75298,75247,74985,74769,74746,74744,74683,74702,74555,74446,74329,74244,74128,74070,73949,73826,73705,73661,73494,73294,73021,73008,72923,72824,72675,72608,72475,72369,72285,72151,72006,71874,71859,71798,71926,71939,71924,72251,72138,72073,72004,71973,71954,72242,71889,71778,71527,71382,71282,71683
경북,봉화,33825,33814,33800,33810,33808,33756,33703,33692,33683,33680,33654,33624,33586,33580,33540,33555,33539,33505,33431,33395,33404,33382,33358,33383,33353,33352,33311,33305,33259,33185,33112,33110,33163,33221,33177,33120,33095,33014,32941,32919,32843,32738,32699,32660,32649,32606,32546,32502,32423,32382,32300,32278,32150,32052,31957,31951,31889,31843,31823
경북,상주,102405,102426,102425,102463,102374,102253,102224,102098,102134,102075,102012,102151,102219,102170,102069,101962,101799,101729,101713,101619,101487,101347,101267,101208,101182,101079,101001,100947,100947,100829,100663,100489,100448,100356,100217,100159,100062,100067,100139,100273,100297,100037,99844,100092,100051,99927,99767,99626,99637,99568,99521,99706,100688,99814,99438,98967,98644,98435,98201
경북,성주,44991,45024,45016,45061,45029,44994,44940,45006,44961,44931,45065,45233,45335,45306,45229,45184,45205,45164,45062,45031,45015,44959,45012,44959,44873,44872,44822,44814,45138,44981,44839,44816,44816,44836,44745,44640,44594,44542,44468,44452,44672,44484,44410,44350,44312,44187,44081,44065,43968,43937,43876,43818,44015,43975,43904,43682,43627,43582,43488
경북,안동,168282,168240,168171,168910,169221,168723,168799,168886,168758,168509,168339,168120,167917,167800,167732,168179,168798,168226,167805,167605,167521,167418,167250,166756,166155,165798,165642,166274,166272,165040,164196,163637,163311,163006,162720,162510,162165,161927,161615,161856,162180,161672,161418,160932,160737,160484,160481,160263,160125,160073,160141,160112,160052,159844,159645,159338,159035,158820,158526
경북,영덕,39299,39262,39204,39164,39191,39165,39166,39162,39162,39141,39180,39148,39108,39084,39111,39102,39052,38999,38944,38953,38906,38832,38703,38652,38628,38629,38598,38546,38529,38489,38436,38419,38469,38459,38381,38308,38252,38215,38171,38133,38108,38032,37900,37886,37837,37740,37669,37638,37598,37603,37560,37461,37361,37233,37096,36969,36845,36763,36721
경북,영양,17973,17944,17941,17878,17898,17869,17829,17793,17782,17765,17764,17746,17754,17747,17756,17736,17713,17714,17664,17616,17642,17639,17612,17588,17582,17552,17520,17490,17479,17449,17403,17423,17443,17507,17482,17461,17414,17399,17377,17369,17356,17281,17227,17206,17193,17162,17139,17096,17065,17050,17015,17031,16993,16999,16946,16884,16844,16786,16748
경북,영주,110096,110040,110012,109893,109735,109646,109563,109426,109379,109340,109345,109324,109214,109146,109258,109305,109247,109281,109301,109249,109248,109245,109190,109070,108907,108818,108711,108568,108371,108215,108001,107898,107784,107682,107578,107484,107320,107211,107136,107012,106801,106621,106423,106269,106100,105901,105746,105640,105519,105404,105327,105196,105067,104985,104795,104557,104418,104236,104003
경북,영천,100510,100409,100412,100520,100648,100549,100585,100538,100527,100507,100503,100465,100350,100202,100193,100387,100521,100384,100291,100271,100314,100272,100255,100234,100304,100434,100527,100585,100615,100490,100462,100457,100421,100380,100312,100186,100196,100327,100388,101113,101595,101234,101109,101269,101360,101779,102154,102034,101958,102266,102300,102433,102470,102163,101967,101630,101828,101758,101601
경북,예천,44832,44847,44763,44671,44674,44717,44965,45124,45294,45475,45629,45831,45978,46090,46150,46223,46166,46284,46268,46347,46351,46329,46267,46854,47452,47929,48341,48608,49253,50136,51008,51391,51717,51924,52068,52243,52685,52882,53099,53159,53274,53440,53611,53988,54290,54493,54555,54666,54810,54916,54972,55074,55100,55192,55401,55452,55572,55616,55750
경북,울릉,10296,10262,10231,10189,10153,10115,10055,10065,10142,10203,10257,10256,10170,10124,10071,10017,10001,9951,9945,9979,10024,10035,10097,10113,10094,10060,10051,9996,9975,9920,9914,9934,9988,9982,10010,10034,9995,9958,9916,9879,9832,9752,9737,9723,9718,9768,9802,9820,9780,9737,9715,9656,9617,9521,9457,9348,9269,9243,9239
경북,울진,51986,51995,51962,51868,51885,51909,51723,51667,51671,51702,51740,51716,51727,51690,51695,51737,51738,51687,51564,51403,51293,51236,51247,51228,51139,51076,51015,50960,50974,50884,50733,50570,50554,50527,50454,50347,50218,50164,50148,50083,50036,49941,49773,49732,49650,49608,49589,49557,49526,49465,49446,49383,49314,49188,49049,48957,48834,48815,48843
경북,의성,54658,54577,54542,54453,54477,54438,54382,54318,54298,54281,54232,54208,54172,54120,54079,54055,54014,53994,53968,53995,53936,53880,53778,53734,53668,53660,53571,53479,53474,53390,53251,53281,53316,53243,53166,53122,53026,53013,52929,52944,52944,52872,52799,52737,52679,52661,52628,52591,52583,52606,52528,52542,52595,52674,52516,52333,52236,52148,52142
경북,청도,43622,43650,43709,43681,43724,43684,43662,43586,43680,43675,43632,43618,43617,43564,43579,43532,43564,43584,43593,43555,43490,43468,43391,43415,43389,43390,43405,43361,43346,43313,43305,43230,43231,43238,43171,43118,43070,43004,43020,43036,43057,43058,43105,43060,43087,43060,43040,43002,42962,42896,42914,42925,42910,42923,42852,42727,42684,42651,42553
경북,청송,26355,26362,26367,26340,26384,26385,26318,26375,26335,26372,26368,26341,26326,26269,26279,26271,26301,26261,26234,26238,26225,26228,26223,26196,26171,26100,26100,26054,26006,25949,25937,25939,25924,25909,25874,25821,25789,25772,25733,25669,25678,25729,25688,25657,25643,25583,25567,25531,25477,25470,25459,25450,25416,25439,25430,25340,25291,25264,25228
경북,칠곡,122010,122359,122712,122867,122829,122774,122579,122457,122476,122491,122522,122546,122764,122954,123079,123188,123199,123120,122833,122657,122530,122552,122405,122205,121811,121418,121212,120991,120864,120673,120272,120044,119831,119712,119620,119466,119361,119278,119095,118882,118828,118759,118681,118584,118389,118161,117954,117864,117740,117581,117504,117357,117047,116772,116456,115924,115780,115658,115345
경북,포항,517966,518077,518444,520160,519584,519244,518902,518393,518152,517990,518047,518036,517774,517744,517513,517237,516775,516497,515994,515417,515255,515008,514869,514609,514300,514167,514123,514127,513832,513249,512450,511810,511519,511298,511188,510861,510621,510609,510401,510270,510013,509964,509477,509192,509064,508772,508537,508442,508249,507848,507662,507430,507025,506494,506162,505479,505209,504829,504461
경북,포항 남,246752,246637,246661,247111,246445,246242,246272,245992,245837,245554,245481,245593,245312,245252,245184,245024,244748,244629,244327,243953,243507,243216,243043,242793,242590,242468,242505,242526,242469,242158,241662,241471,240506,240065,239787,239518,239444,239582,239476,239533,239400,239022,238459,238169,237855,237562,237170,237028,236841,236637,236496,235997,235633,235006,233846,233066,232620,232216,231837
경북,포항 북,271214,271440,271783,273049,273139,273002,272630,272401,272315,272436,272566,272443,272462,272492,272329,272213,272027,271868,271667,271464,271748,271792,271826,271816,271710,271699,271618,271601,271363,271091,270788,270339,271013,271233,271401,271343,271177,271027,270925,270737,270613,270942,271018,271023,271209,271210,271367,271414,271408,271211,271166,271433,271392,271488,272316,272413,272589,272613,272624
광주,계,1476152,1475590,1474603,1474910,1472199,1472802,1472153,1471618,1471819,1472317,1472285,1472481,1472432,1472379,1471911,1471384,1469214,1469583,1468527,1467766,1467002,1466741,1466451,1466415,1466642,1466639,1466716,1466328,1463770,1464037,1463100,1462033,1460972,1460564,1460745,1461203,1461463,1461790,1461904,1461009,1459336,1459832,1459208,1458930,1458940,1459003,1459024,1459486,1459438,1459632,1459360,1458915,1456468,1456688,1456121,1455705,1456096,1455533,1455048
광주,광산,399689,400053,400105,400717,400753,401291,401383,401713,401925,402221,402136,402516,402421,402551,402907,402846,403049,403666,403442,403465,403161,403059,403401,403666,404301,404650,404811,404822,404131,404027,403553,403442,403577,403797,404068,404350,404432,404366,404373,404606,404547,404672,404734,405677,406384,407157,407235,407126,406893,406579,406153,405984,405315,405525,405600,405969,406781,407036,406827
광주,남,221228,221340,221414,221600,221318,221418,221445,221195,220766,220415,220352,220165,219924,219856,219940,220021,219729,219760,219348,218970,218692,218656,218456,218459,218552,218494,218411,218599,218454,218502,218402,217982,217558,217305,217381,217312,217301,217184,216955,216710,216369,216655,217472,217743,217679,217616,217949,218003,218143,218030,218116,218289,218060,218035,217993,217810,217543,216758,216256
광주,동,100114,99879,99641,99419,98784,98542,98202,97897,97446,97221,97278,97195,97137,96884,96549,96264,95791,95623,96369,96801,96830,96783,96676,96602,96458,96173,96051,95788,95448,95299,95219,94976,94673,94970,94850,94696,94561,94527,94653,94668,94475,94413,94244,94098,94653,95114,95743,96962,97798,98189,98482,98628,98585,98642,98641,98628,98622,99158,99273
광주,북,447994,447575,447207,447219,446316,446318,445921,445454,444795,444238,443723,443426,443210,443043,442434,442058,441066,440930,439991,439170,439200,439154,438974,438895,439028,439232,439552,439619,438780,439225,439395,439670,439681,439384,439447,439958,440498,440950,440990,440423,439773,439895,439161,438509,437617,436817,436188,435807,435251,435379,435035,434562,433533,433147,432872,433006,433057,432731,433444
광주,서,307127,306743,306236,305955,305028,305233,305202,305359,306887,308222,308796,309179,309740,310045,310081,310195,309579,309604,309377,309360,309119,309089,308944,308793,308303,308090,307891,307500,306957,306984,306531,305963,305483,305108,304999,304887,304671,304763,304933,304602,304172,304197,303597,302903,302607,302299,301909,301588,301353,301455,301574,301452,300975,301339,301015,300292,300093,299850,299248
대구,계,2490621,2490584,2489847,2489339,2487829,2487823,2486589,2486059,2485663,2485134,2484864,2484856,2485537,2485692,2485484,2485535,2484557,2484688,2484578,2483488,2483105,2482476,2481985,2481489,2479887,2478236,2477186,2476557,2475231,2474309,2473466,2472175,2471136,2469936,2469617,2468824,2467385,2466454,2465145,2464002,2461769,2460382,2458138,2455829,2454154,2452291,2450478,2448666,2446745,2445270,2443528,2441581,2438031,2436488,2432883,2433568,2431523,2429059,2427954
대구,남,161939,161810,161513,161231,160852,160541,160321,159917,159395,159013,158638,158237,157691,157337,157215,156833,156433,155915,155655,155237,154982,154802,154776,154644,154463,154115,153785,153204,152845,152574,152438,152280,152128,151993,151890,151911,151813,151483,151070,150744,150501,150216,149790,149503,149314,149002,148682,148347,148211,148224,148174,148193,148113,148057,147938,148083,147905,147746,147482
대구,달서,605723,605373,604725,603992,602641,602111,600372,598734,597236,596090,595287,595195,595039,594738,594297,593166,591891,591224,590256,589139,588536,587749,587053,586404,584676,582983,581087,579237,578068,577306,576619,575890,575414,574943,575120,575058,574866,574857,574551,574344,573413,572436,572190,571698,571682,571362,571303,571237,571076,570700,570327,569778,568887,568663,567716,567978,567375,566213,565378
대구,달성,189676,190053,190575,191436,192747,193669,196196,199081,201991,203914,205048,207184,209729,211284,213138,215943,218268,220233,222729,225247,227087,228942,230245,231476,234082,236681,239156,241905,243375,244550,245398,246255,246823,247460,247870,248417,248905,249201,249586,250042,250543,252035,252904,253390,253800,254015,254239,254713,255020,255376,255851,256316,256540,256792,256573,256772,256925,257043,257154
대구,동,350267,350246,350054,349884,349728,350195,350483,351098,351266,351198,350996,350968,351213,351212,351055,351152,351352,351538,351641,351371,351334,351218,351153,351198,350928,350492,349905,349434,349379,349429,349630,350234,350961,351518,351892,352059,351916,351769,351724,351380,351291,351255,350609,350340,350066,349441,348825,348236,347700,347347,346834,346334,345469,344932,343857,343933,343568,342897,342627
대구,북,443920,443998,443682,443548,443119,442649,441592,440859,440531,440946,442083,441883,441872,441900,441703,441296,440383,440393,439887,439694,439540,439402,439420,439565,439263,439619,440759,441409,441375,441323,441277,441271,441043,440575,440142,439804,439835,440104,440155,440035,439489,438886,438136,437671,437393,438388,439093,439332,439421,439354,438963,438423,437710,437189,436530,436847,436863,437566,438608
대구,서,207444,207162,206986,206556,206028,205723,205153,204496,204119,203485,202891,202255,201573,201193,200603,200060,199507,198950,198487,197889,197445,196938,196507,196096,195423,194568,193729,192743,191992,191358,190736,190084,189585,189044,188705,188107,187284,186481,185606,184954,184372,183777,183029,182468,181782,180870,179920,178917,178067,177384,176642,175930,175277,174803,174389,174042,173807,173278,172802
대구,수성,450861,451182,451636,452026,451786,451827,451425,450810,450091,449590,449189,448611,448125,447847,447388,447272,447011,446809,446401,445569,444973,444340,443906,443380,442535,441419,440571,439857,439211,438621,438250,437234,436405,435715,435468,435081,434382,433662,433101,432955,432759,432585,432479,431928,431613,431041,430481,430026,429480,429147,428994,428948,428614,428770,428729,428777,428125,427436,426919
대구,중,80791,80760,80676,80666,80928,81108,81047,81064,81034,80898,80732,80523,80295,80181,80085,79813,79712,79626,79522,79342,79208,79085,78925,78726,78517,78359,78194,78768,78986,79148,79118,78927,78777,78688,78530,78387,78384,78897,79352,79548,79401,79192,79001,78831,78504,78172,77935,77858,77770,77738,77743,77659,77421,77282,77151,77136,76955,76880,76984
대전,계,1524025,1523338,1522288,1521142,1518775,1518024,1517716,1517118,1516904,1516494,1516208,1516291,1516165,1516241,1515787,1515394,1514370,1514354,1513877,1512189,1511396,1509587,1508137,1507597,1507116,1506741,1505829,1504307,1502227,1501378,1499187,1497572,1496123,1495234,1494878,1495029,1494286,1493654,1492589,1491716,1489936,1488725,1487605,1486647,1485509,1484398,1482938,1481701,1480520,1479641,1478436,1476955,1474870,1474152,1473125,1471858,1471650,1471915,1471040
대전,대덕,198483,198161,197728,197142,196839,196526,196053,195686,195454,195150,194841,194553,194251,194002,193577,193181,192688,192314,192061,191600,191172,190363,189635,189024,188336,187704,187300,187174,186902,186595,186199,185776,185396,185035,184673,184381,183761,183486,182982,182627,181991,181466,180940,180573,180249,179829,179402,178955,178588,178366,177910,177521,177031,176723,176164,175731,175452,175250,174882
대전,동,241819,241358,240837,240264,239579,239147,238723,238387,238050,237706,237245,236920,236444,236072,235847,235407,234959,234759,234721,234180,233878,233240,232781,232650,232530,232165,231675,231095,230516,229849,229382,229189,228751,228291,228034,228011,228316,228467,228400,228608,229071,229051,229212,229563,229513,229401,229309,229007,228804,228530,228026,227467,226771,226216,225633,225302,225094,224729,224300
대전,서,493339,492764,492447,491762,490859,490629,490851,491061,491253,491075,490682,490989,491553,492004,491917,491522,491011,490977,491084,490639,490217,489301,488555,488156,488036,488083,487878,487439,487448,488020,487768,487283,486976,487204,487503,487371,486872,486472,486011,485398,484663,484380,483998,483511,482783,482384,481763,481964,481893,482125,482063,481683,481222,481174,481349,481135,481304,481449,481436
대전,유성,332715,333576,334200,335245,335312,335777,336596,336908,337267,337800,339069,339807,340283,340754,341275,342334,343222,343957,343873,343939,344412,345594,346445,347266,347962,348681,349104,349049,348428,348541,348075,348011,347930,347894,347913,348573,349057,349226,349631,349944,349790,349803,349802,349666,349868,349792,349635,349200,349079,348985,348986,349308,349373,349824,349915,350055,350439,351532,351882
대전,중,257669,257479,257076,256729,256186,255945,255493,255076,254880,254763,254371,254022,253634,253409,253171,252950,252490,252347,252138,251831,251717,251089,250721,250501,250252,250108,249872,249550,248933,248373,247763,247313,247070,246810,246755,246693,246280,246003,245565,245139,244421,244025,243653,243334,243096,242992,242829,242575,242156,241635,241451,240976,240473,240215,240064,239635,239361,238955,238540
부산,강서,90058,91279,92488,93549,94608,96114,97877,99073,100308,101624,102977,103901,105129,105783,106304,107091,108909,109810,111464,112416,113353,114463,115196,115884,116889,117349,117262,117308,117382,117428,118017,118450,118760,119002,119105,119697,120471,120832,121219,121768,122957,123915,125309,125867,126333,126727,127032,127139,127422,127854,128334,128740,129566,130298,130748,131140,131235,131557,131779
부산,계,3517907,3516704,3515689,3514842,3513777,3513361,3513192,3512444,3511974,3510833,3509462,3508095,3507205,3505821,3503789,3501671,3498529,3496779,3495478,3493041,3491282,3489212,3486570,3484836,3484183,3482804,3478109,3474534,3470653,3467055,3465407,3463103,3460707,3458134,3455611,3453198,3451049,3449593,3446856,3444540,3441453,3438259,3436230,3434091,3431750,3429595,3427632,3425317,3423209,3421502,3418871,3416721,3413841,3411819,3410925,3409932,3408347,3406942,3404423
