,15.08_시군구,15.08_합물특,15.09_시군구,15.09_합물특,15.10_시군구,15.10_합물특,15.11_시군구,15.11_합물특,15.12_시군구,15.12_합물특,16.01_시군구,16.01_합물특,16.02_시군구,16.02_합물특,16.03_시군구,16.03_합물특,16.04_시군구,16.04_합물특,16.05_시군구,16.05_합물특,16.06_시군구,16.06_합물특,16.07_시군구,16.07_합물특,16.08_시군구,16.08_합물특,16.09_시군구,16.09_합물특,16.10_시군구,16.10_합물특,16.11_시군구,16.11_합물특,16.12_시군구,16.12_합물특,17.01_시군구,17.01_합물특,17.02_시군구,17.02_합물특,17.03_시군구,17.03_합물특,17.04_시군구,17.04_합물특,17.05_시군구,17.05_합물특,17.06_시군구,17.06_합물특,17.07_시군구,17.07_합물특,17.08_시군구,17.08_합물특,17.09_시군구,17.09_합물특,17.10_시군구,17.10_합물특,17.11_시군구,17.11_합물특,17.12_시군구,17.12_합물특,18.01_시군구,18.01_합물특,18.02_시군구,18.02_합물특,18.03_시군구,18.03_합물특,18.04_시군구,18.04_합물특,18.05_시군구,18.05_합물특,18.06_시군구,18.06_합물특,18.07_시군구,18.07_합물특,18.08_시군구,18.08_합물특,18.09_시군구,18.09_합물특,18.10_시군구,18.10_합물특,18.11_시군구,18.11_합물특,18.12_시군구,18.12_합물특,19.01_시군구,19.01_합물특,19.02_시군구,19.02_합물특,19.03_시군구,19.03_합물특,19.04_시군구,19.04_합물특,19.05_시군구,19.05_합물특,19.06_시군구,19.06_합물특,19.07_시군구,19.07_합물특,19.08_시군구,19.08_합물특,19.09_시군구,19.09_합물특,19.10_시군구,19.10_합물특,19.11_시군구,19.11_합물특,19.12_시군구,19.12_합물특,20.01_시군구,20.01_합물특,20.02_시군구,20.02_합물특,20.03_시군구,20.03_합물특,20.04_시군구,20.04_합물특,20.05_시군구,20.05_합물특,20.06_시군구,20.06_합물특
28,기장,13100,기장,13134,기장,13195,기장,13263,기장,13260,기장,13309,기장,13302,기장,13333,기장,13382,기장,13458,기장,13520,기장,13558,기장,13534.0,기장,13596.0,기장,13605.0,기장,13643.0,기장,13674.0,기장,13704.0,기장,13693.0,기장,13742.0,기장,13795.0,기장,13788.0,기장,13794.0,기장,13821.0,기장,13867.0,기장,13900.0,기장,13918.0,기장,13965.0,기장,13999.0,기장,14054.0,기장,14026.0,기장,13996.0,기장,13997.0,기장,14041.0,기장,14062.0,기장,14085.0,기장,14062.0,기장,14107.0,기장,14129.0,기장,14146.0,기장,14143.0,기장,14192.0,기장,14223.0,기장,14244.0,기장,14220.0,기장,14288.0,기장,14296.0,기장,14330.0,기장,14385.0,기장,14391.0,기장,14387.0,기장,14427.0,기장,14409.0,기장,14429.0,기장,14489.0,기장,14500.0,기장,14518.0,기장,14557.0,기장,14627.0
29,남,20436,남,20429,남,20430,남,20550,남,20438,남,20428,남,20481,남,20459,남,20437,남,20433,남,20382,남,20367,남,20310.0,남,20295.0,남,20248.0,남,20268.0,남,20204.0,남,20277.0,남,20255.0,남,20014.0,남,19965.0,남,20020.0,남,19966.0,남,19971.0,남,19903.0,남,19918.0,남,19855.0,남,19820.0,남,19700.0,남,19673.0,남,19649.0,남,19707.0,남,19712.0,남,19843.0,남,19898.0,남,19954.0,남,19915.0,남,19921.0,남,19876.0,남,19833.0,남,19694.0,남,19645.0,남,19605.0,남,19573.0,남,19472.0,남,19470.0,남,19478.0,남,19471.0,남,19429.0,남,19448.0,남,19322.0,남,19305.0,남,19228.0,남,19175.0,남,19139.0,남,19077.0,남,19002.0,남,18980.0,남,18856.0
30,동,8630,동,8743,동,8660,동,8666,동,8651,동,8675,동,8872,동,8851,동,8865,동,8858,동,8894,동,8900,동,8957.0,동,8906.0,동,8875.0,동,8845.0,동,8813.0,동,8872.0,동,8819.0,동,8802.0,동,8792.0,동,8805.0,동,8791.0,동,8792.0,동,8777.0,동,8766.0,동,8729.0,동,8793.0,동,8755.0,동,8765.0,동,8789.0,동,8785.0,동,8763.0,동,8700.0,동,8675.0,동,8678.0,동,8648.0,동,8622.0,동,8634.0,동,8614.0,동,8688.0,동,8649.0,동,8629.0,동,8568.0,동,8547.0,동,8524.0,동,8535.0,동,8544.0,동,8573.0,동,8585.0,동,8584.0,동,8566.0,동,8651.0,동,8684.0,동,8675.0,동,8639.0,동,8576.0,동,8557.0,동,8598.0
31,동래,16987,동래,16936,동래,16881,동래,16838,동래,16825,동래,16835,동래,16808,동래,17058,동래,17044,동래,17044,동래,17027,동래,16968,동래,16977.0,동래,16963.0,동래,16892.0,동래,16862.0,동래,16848.0,동래,16877.0,동래,16829.0,동래,16831.0,동래,16824.0,동래,16767.0,동래,16705.0,동래,16662.0,동래,16622.0,동래,16598.0,동래,16575.0,동래,16488.0,동래,16428.0,동래,16458.0,동래,16434.0,동래,16387.0,동래,16363.0,동래,16331.0,동래,16278.0,동래,16260.0,동래,16185.0,동래,16187.0,동래,16135.0,동래,16095.0,동래,15994.0,동래,16036.0,동래,16054.0,동래,16036.0,동래,15999.0,동래,15966.0,동래,15921.0,동래,15898.0,동래,15892.0,동래,15922.0,동래,15936.0,동래,15909.0,동래,15821.0,동래,15859.0,동래,15837.0,동래,15768.0,동래,15412.0,동래,15441.0,동래,15418.0
32,부산진,23210,부산진,23177,부산진,23173,부산진,23217,부산진,23152,부산진,23068,부산진,23013,부산진,23046,부산진,23030,부산진,22992,부산진,22879,부산진,22822,부산진,22791.0,부산진,22764.0,부산진,22716.0,부산진,22720.0,부산진,22635.0,부산진,22659.0,부산진,22614.0,부산진,22584.0,부산진,22585.0,부산진,22552.0,부산진,22484.0,부산진,22425.0,부산진,22359.0,부산진,22352.0,부산진,22300.0,부산진,22232.0,부산진,22258.0,부산진,22182.0,부산진,22093.0,부산진,22061.0,부산진,22065.0,부산진,22084.0,부산진,22039.0,부산진,21910.0,부산진,21801.0,부산진,21741.0,부산진,21676.0,부산진,21622.0,부산진,21533.0,부산진,21519.0,부산진,21461.0,부산진,21352.0,부산진,21248.0,부산진,21190.0,부산진,21188.0,부산진,21147.0,부산진,21101.0,부산진,21147.0,부산진,21105.0,부산진,21088.0,부산진,20935.0,부산진,20916.0,부산진,20854.0,부산진,20771.0,부산진,20730.0,부산진,20679.0,부산진,20678.0
33,북,19318,북,19318,북,19309,북,19364,북,19405,북,19423,북,19421,북,19445,북,19416,북,19380,북,19354,북,19276,북,19297.0,북,19286.0,북,19217.0,북,19197.0,북,19041.0,북,19004.0,북,18954.0,북,18994.0,북,19031.0,북,19012.0,북,19001.0,북,18976.0,북,18884.0,북,18883.0,북,18813.0,북,18773.0,북,18723.0,북,18704.0,북,18665.0,북,18653.0,북,18693.0,북,18666.0,북,18643.0,북,18604.0,북,18543.0,북,18546.0,북,18491.0,북,18457.0,북,18427.0,북,18324.0,북,18263.0,북,18186.0,북,18130.0,북,18066.0,북,18034.0,북,18007.0,북,17988.0,북,17965.0,북,17961.0,북,17943.0,북,17903.0,북,17860.0,북,17776.0,북,17688.0,북,17614.0,북,17619.0,북,17589.0
34,사상,23064,사상,23062,사상,23010,사상,22943,사상,22818,사상,22880,사상,22902,사상,22778,사상,22762,사상,22724,사상,22709,사상,22735,사상,22659.0,사상,22635.0,사상,22481.0,사상,22429.0,사상,22414.0,사상,22399.0,사상,22310.0,사상,22280.0,사상,22244.0,사상,22212.0,사상,22183.0,사상,22214.0,사상,22201.0,사상,22206.0,사상,22190.0,사상,22173.0,사상,22102.0,사상,22112.0,사상,22088.0,사상,22023.0,사상,21976.0,사상,21938.0,사상,21904.0,사상,21850.0,사상,21793.0,사상,21753.0,사상,21719.0,사상,21730.0,사상,21690.0,사상,21739.0,사상,21672.0,사상,21648.0,사상,21555.0,사상,21581.0,사상,21513.0,사상,21472.0,사상,21419.0,사상,21358.0,사상,21213.0,사상,21105.0,사상,21062.0,사상,21040.0,사상,21066.0,사상,21019.0,사상,20968.0,사상,20915.0,사상,20927.0
35,사하,21681,사하,21726,사하,21700,사하,21700,사하,21589,사하,21530,사하,21457,사하,21457,사하,21427,사하,21404,사하,21314,사하,21289,사하,21220.0,사하,21159.0,사하,21114.0,사하,21041.0,사하,21000.0,사하,20988.0,사하,20925.0,사하,20880.0,사하,20880.0,사하,20855.0,사하,20824.0,사하,20796.0,사하,20816.0,사하,20835.0,사하,20801.0,사하,20723.0,사하,20688.0,사하,20621.0,사하,20608.0,사하,20560.0,사하,20552.0,사하,20548.0,사하,20590.0,사하,20603.0,사하,20552.0,사하,20542.0,사하,20579.0,사하,20588.0,사하,20562.0,사하,20519.0,사하,20435.0,사하,20367.0,사하,20292.0,사하,20239.0,사하,20278.0,사하,20224.0,사하,20183.0,사하,20181.0,사하,20001.0,사하,19948.0,사하,19822.0,사하,19836.0,사하,19779.0,사하,19726.0,사하,19712.0,사하,19675.0,사하,19662.0
36,서,6290,서,6295,서,6295,서,6277,서,6256,서,6234,서,6233,서,6213,서,6231,서,6244,서,6249,서,6252,서,6236.0,서,6209.0,서,6171.0,서,6164.0,서,6119.0,서,6113.0,서,6083.0,서,6058.0,서,6037.0,서,6019.0,서,6006.0,서,5999.0,서,5979.0,서,5991.0,서,5984.0,서,5991.0,서,5980.0,서,5992.0,서,6002.0,서,5981.0,서,5974.0,서,5966.0,서,5966.0,서,5976.0,서,5975.0,서,5965.0,서,5974.0,서,5967.0,서,5960.0,서,5967.0,서,5939.0,서,5925.0,서,5923.0,서,5899.0,서,5877.0,서,5885.0,서,5890.0,서,5882.0,서,5855.0,서,5852.0,서,5865.0,서,5873.0,서,5864.0,서,5817.0,서,5808.0,서,5812.0,서,5817.0
37,수영,10246,수영,10237,수영,10183,수영,10183,수영,10160,수영,10172,수영,10186,수영,10176,수영,10123,수영,10102,수영,10086,수영,10083,수영,10102.0,수영,10111.0,수영,10089.0,수영,10085.0,수영,10046.0,수영,9995.0,수영,9985.0,수영,9978.0,수영,9981.0,수영,10004.0,수영,10006.0,수영,10006.0,수영,10012.0,수영,10039.0,수영,10062.0,수영,10042.0,수영,10002.0,수영,10000.0,수영,9998.0,수영,9945.0,수영,9908.0,수영,9920.0,수영,9858.0,수영,9829.0,수영,10229.0,수영,10243.0,수영,10205.0,수영,10213.0,수영,10227.0,수영,10263.0,수영,10368.0,수영,10431.0,수영,10411.0,수영,10372.0,수영,10399.0,수영,10460.0,수영,10450.0,수영,10438.0,수영,10435.0,수영,10440.0,수영,10499.0,수영,10447.0,수영,10435.0,수영,10404.0,수영,10379.0,수영,10395.0,수영,10420.0
38,연제,15762,연제,15806,연제,15789,연제,15826,연제,15782,연제,15895,연제,15624,연제,15604,연제,15605,연제,15595,연제,15861,연제,15857,연제,15731.0,연제,15664.0,연제,15633.0,연제,15508.0,연제,15370.0,연제,15287.0,연제,15151.0,연제,15114.0,연제,15066.0,연제,15049.0,연제,15085.0,연제,15115.0,연제,15093.0,연제,15112.0,연제,15036.0,연제,14914.0,연제,14901.0,연제,14924.0,연제,14924.0,연제,14870.0,연제,14844.0,연제,14927.0,연제,14789.0,연제,14788.0,연제,14724.0,연제,14737.0,연제,14735.0,연제,14830.0,연제,14850.0,연제,14904.0,연제,14871.0,연제,14849.0,연제,14791.0,연제,14771.0,연제,14820.0,연제,14784.0,연제,14822.0,연제,14792.0,연제,14764.0,연제,14728.0,연제,14684.0,연제,14682.0,연제,14707.0,연제,14653.0,연제,14653.0,연제,14526.0,연제,14488.0
39,영도,7192,영도,7159,영도,7147,영도,7122,영도,7216,영도,7198,영도,7093,영도,7092,영도,7094,영도,7093,영도,7096,영도,7077,영도,7053.0,영도,7019.0,영도,7043.0,영도,7011.0,영도,6997.0,영도,6992.0,영도,6997.0,영도,6993.0,영도,6998.0,영도,7004.0,영도,7035.0,영도,7038.0,영도,7049.0,영도,7036.0,영도,7023.0,영도,7008.0,영도,7001.0,영도,7009.0,영도,6996.0,영도,6979.0,영도,6982.0,영도,6949.0,영도,6953.0,영도,6914.0,영도,6479.0,영도,6468.0,영도,6447.0,영도,6419.0,영도,6401.0,영도,6364.0,영도,6354.0,영도,6357.0,영도,6330.0,영도,6322.0,영도,6318.0,영도,6318.0,영도,6317.0,영도,6307.0,영도,6269.0,영도,6254.0,영도,6227.0,영도,6215.0,영도,6207.0,영도,6173.0,영도,6163.0,영도,6158.0,영도,6136.0
40,중,9012,중,8924,중,8901,중,8865,중,8847,중,8829,중,8854,중,8871,중,8858,중,8875,중,8851,중,8917,중,8925.0,중,8934.0,중,8918.0,중,8938.0,중,8958.0,중,8961.0,중,8964.0,중,9164.0,중,9160.0,중,9101.0,중,9136.0,중,9156.0,중,9167.0,중,9179.0,중,9171.0,중,9140.0,중,9212.0,중,9227.0,중,9217.0,중,9201.0,중,9141.0,중,9022.0,중,9627.0,중,9612.0,중,9645.0,중,9661.0,중,9687.0,중,9737.0,중,9743.0,중,9779.0,중,9787.0,중,9803.0,중,9829.0,중,9853.0,중,9884.0,중,9927.0,중,9906.0,중,9924.0,중,9929.0,중,9919.0,중,9887.0,중,9856.0,중,9840.0,중,9824.0,중,9846.0,중,9763.0,중,9731.0
41,해운대,22529,해운대,22523,해운대,22549,해운대,22535,해운대,22508,해운대,22540,해운대,22546,해운대,22526,해운대,22549,해운대,22500,해운대,22495,해운대,22487,해운대,22445.0,해운대,22427.0,해운대,22362.0,해운대,22353.0,해운대,22264.0,해운대,22243.0,해운대,22220.0,해운대,22236.0,해운대,22203.0,해운대,22176.0,해운대,22091.0,해운대,22034.0,해운대,21991.0,해운대,21991.0,해운대,21985.0,해운대,21908.0,해운대,21920.0,해운대,21846.0,해운대,21830.0,해운대,21859.0,해운대,21773.0,해운대,21686.0,해운대,21232.0,해운대,21200.0,해운대,21140.0,해운대,21107.0,해운대,21074.0,해운대,21091.0,해운대,21074.0,해운대,21093.0,해운대,21025.0,해운대,21012.0,해운대,20925.0,해운대,20837.0,해운대,20767.0,해운대,20766.0,해운대,20817.0,해운대,20780.0,해운대,20682.0,해운대,20654.0,해운대,20618.0,해운대,20638.0,해운대,20654.0,해운대,20591.0,해운대,20603.0,해운대,20558.0,해운대,20523.0
42,계,252358,계,252414,계,252276,계,252411,계,252001,계,252300,계,252251,계,252132,계,252162,계,252183,계,252317,계,252324,계,252016.0,계,251753.0,계,251181.0,계,250916.0,계,250320.0,계,250395.0,계,249883.0,계,249780.0,계,249713.0,계,249539.0,계,249291.0,계,249327.0,계,249113.0,계,249150.0,계,248830.0,계,248403.0,계,248103.0,계,248036.0,계,247768.0,계,247440.0,계,247275.0,계,247167.0,계,247037.0,계,246856.0,계,246274.0,계,246214.0,계,245975.0,계,246028.0,계,245710.0,계,245773.0,계,245543.0,계,245218.0,계,244537.0,계,244243.0,계,244231.0,계,244197.0,계,244126.0,계,243958.0,계,243281.0,계,242980.0,계,242471.0,계,242513.0,계,242253.0,계,241442.0,계,241108.0,계,240762.0,계,240671.0
43,남,10839,남,10836,남,10826,남,10828,남,10806,남,10810,남,10788,남,10755,남,10717,남,10831,남,10790,남,10762,남,10746.0,남,10729.0,남,10708.0,남,10690.0,남,10671.0,남,10620.0,남,10560.0,남,10528.0,남,10487.0,남,10445.0,남,10423.0,남,10413.0,남,10365.0,남,10411.0,남,10406.0,남,10397.0,남,10346.0,남,10357.0,남,10373.0,남,10348.0,남,10337.0,남,10281.0,남,10202.0,남,10221.0,남,10225.0,남,10208.0,남,10189.0,남,10166.0,남,10148.0,남,10189.0,남,10164.0,남,10140.0,남,10061.0,남,10034.0,남,10004.0,남,9986.0,남,9964.0,남,9958.0,남,9923.0,남,9893.0,남,9829.0,남,9820.0,남,9795.0,남,9783.0,남,9790.0,남,9760.0,남,9744.0
44,달서,48653,달서,48645,달서,48621,달서,48568,달서,48422,달서,48527,달서,48454,달서,48054,달서,47914,달서,48112,달서,48101,달서,47899,달서,47678.0,달서,47522.0,달서,47252.0,달서,47109.0,달서,47005.0,달서,47075.0,달서,46861.0,달서,46763.0,달서,46752.0,달서,46726.0,달서,46678.0,달서,46600.0,달서,46394.0,달서,46273.0,달서,46190.0,달서,46115.0,달서,46075.0,달서,46034.0,달서,45915.0,달서,45836.0,달서,45772.0,달서,45735.0,달서,45686.0,달서,45682.0,달서,45714.0,달서,45714.0,달서,45508.0,달서,45606.0,달서,45744.0,달서,45768.0,달서,45713.0,달서,45664.0,달서,45488.0,달서,45444.0,달서,45517.0,달서,45485.0,달서,45358.0,달서,45252.0,달서,44999.0,달서,44781.0,달서,44563.0,달서,44587.0,달서,44523.0,달서,44508.0,달서,44343.0,달서,44014.0,달서,43909.0
45,달성,21825,달성,21838,달성,21896,달성,21917,달성,21959,달성,22057,달성,22221,달성,22407,달성,22554,달성,22694,달성,22794,달성,22883,달성,22985.0,달성,23077.0,달성,23165.0,달성,23361.0,달성,23508.0,달성,23626.0,달성,23792.0,달성,24027.0,달성,24130.0,달성,24261.0,달성,24508.0,달성,24602.0,달성,24833.0,달성,24923.0,달성,25059.0,달성,25243.0,달성,25294.0,달성,25386.0,달성,25560.0,달성,25629.0,달성,25598.0,달성,25668.0,달성,25774.0,달성,25904.0,달성,25967.0,달성,26056.0,달성,26061.0,달성,26101.0,달성,26122.0,달성,26279.0,달성,26328.0,달성,26425.0,달성,26342.0,달성,26304.0,달성,26377.0,달성,26460.0,달성,26496.0,달성,26495.0,달성,26436.0,달성,26439.0,달성,26426.0,달성,26474.0,달성,26501.0,달성,26644.0,달성,26677.0,달성,26590.0,달성,26523.0
46,동,30558,동,30500,동,30424,동,30450,동,30478,동,30526,동,30424,동,30597,동,30673,동,30589,동,30626,동,30617,동,30570.0,동,30303.0,동,30194.0,동,30251.0,동,30180.0,동,30230.0,동,30200.0,동,30094.0,동,30065.0,동,29968.0,동,30025.0,동,29969.0,동,29992.0,동,29961.0,동,29857.0,동,29743.0,동,29692.0,동,29690.0,동,29701.0,동,29626.0,동,29597.0,동,29556.0,동,29616.0,동,29659.0,동,29593.0,동,29569.0,동,29437.0,동,29447.0,동,29560.0,동,29593.0,동,29680.0,동,29614.0,동,29485.0,동,29351.0,동,29271.0,동,29259.0,동,29257.0,동,29162.0,동,28895.0,동,28812.0,동,28695.0,동,28671.0,동,28678.0,동,28750.0,동,28720.0,동,28480.0,동,28367.0
47,북,40294,북,40488,북,40431,북,40445,북,40402,북,40396,북,40363,북,40566,북,40576,북,40379,북,40462,북,40459,북,40440.0,북,40442.0,북,40379.0,북,40329.0,북,40265.0,북,40388.0,북,40345.0,북,40348.0,북,40374.0,북,40367.0,북,40376.0,북,40417.0,북,40331.0,북,40398.0,북,40423.0,북,40444.0,북,40400.0,북,40410.0,북,40406.0,북,40397.0,북,40290.0,북,40262.0,북,40274.0,북,40249.0,북,40167.0,북,40186.0,북,40119.0,북,40131.0,북,40069.0,북,40097.0,북,40045.0,북,40010.0,북,39853.0,북,39834.0,북,39823.0,북,39947.0,북,39915.0,북,39903.0,북,39726.0,북,39522.0,북,39364.0,북,39321.0,북,39314.0,북,39335.0,북,39224.0,북,39054.0,북,39214.0
48,서,18223,서,18277,서,18230,서,18180,서,18153,서,18103,서,18099,서,18042,서,18064,서,18090,서,18111,서,18195,서,18095.0,서,18048.0,서,17947.0,서,17933.0,서,17938.0,서,18006.0,서,17957.0,서,17867.0,서,17829.0,서,17700.0,서,17625.0,서,17593.0,서,17574.0,서,17557.0,서,17538.0,서,17499.0,서,17443.0,서,17384.0,서,17322.0,서,17227.0,서,17207.0,서,17148.0,서,17156.0,서,17163.0,서,17054.0,서,17003.0,서,16860.0,서,16855.0,서,16874.0,서,16869.0,서,16866.0,서,16798.0,서,16640.0,서,16508.0,서,16450.0,서,16328.0,서,16228.0,서,16215.0,서,16121.0,서,16034.0,서,15965.0,서,15953.0,서,15961.0,서,15959.0,서,15945.0,서,15782.0,서,15563.0
49,수성,25854,수성,25896,수성,25899,수성,25861,수성,25706,수성,25732,수성,25653,수성,25652,수성,25659,수성,25584,수성,25531,수성,25508,수성,25452.0,수성,25479.0,수성,25407.0,수성,25369.0,수성,25340.0,수성,25376.0,수성,25276.0,수성,25214.0,수성,25129.0,수성,25131.0,수성,24928.0,수성,24886.0,수성,24788.0,수성,24713.0,수성,24652.0,수성,24578.0,수성,24497.0,수성,24388.0,수성,24393.0,수성,24317.0,수성,24252.0,수성,24138.0,수성,24136.0,수성,24072.0,수성,23870.0,수성,23882.0,수성,23838.0,수성,23799.0,수성,23757.0,수성,23885.0,수성,23864.0,수성,23903.0,수성,23723.0,수성,23689.0,수성,23689.0,수성,23681.0,수성,23870.0,수성,23806.0,수성,23645.0,수성,23735.0,수성,23632.0,수성,23664.0,수성,23605.0,수성,23715.0,수성,23668.0,수성,23511.0,수성,23607.0
50,중,7359,중,7193,중,7172,중,7151,중,7144,중,7063,중,7035,중,6997,중,6982,중,6865,중,6822,중,6793,중,6768.0,중,6755.0,중,6748.0,중,6747.0,중,6706.0,중,6660.0,중,6624.0,중,6610.0,중,6606.0,중,6669.0,중,6633.0,중,6582.0,중,6535.0,중,6582.0,중,6583.0,중,6581.0,중,6528.0,중,6513.0,중,6500.0,중,6448.0,중,6444.0,중,6442.0,중,6437.0,중,6426.0,중,6440.0,중,6476.0,중,6475.0,중,6486.0,중,6479.0,중,6474.0,중,6460.0,중,6456.0,중,6420.0,중,6411.0,중,6357.0,중,6347.0,중,6352.0,중,6324.0,중,6238.0,중,6656.0,중,6677.0,중,6695.0,중,6706.0,중,6741.0,중,6703.0,중,6669.0,중,6654.0
51,계,203605,계,203673,계,203499,계,203400,계,203070,계,203214,계,203037,계,203070,계,203139,계,203144,계,203237,계,203116,계,202734.0,계,202355.0,계,201800.0,계,201789.0,계,201613.0,계,201981.0,계,201615.0,계,201451.0,계,201372.0,계,201267.0,계,201196.0,계,201062.0,계,200812.0,계,200818.0,계,200708.0,계,200600.0,계,200275.0,계,200162.0,계,200170.0,계,199828.0,계,199497.0,계,199230.0,계,199281.0,계,199376.0,계,199030.0,계,199094.0,계,198487.0,계,198591.0,계,198753.0,계,199154.0,계,199120.0,계,199010.0,계,198012.0,계,197575.0,계,197488.0,계,197493.0,계,197440.0,계,197115.0,계,195983.0,계,195872.0,계,195151.0,계,195185.0,계,195083.0,계,195435.0,계,195070.0,계,193860.0,계,193581.0
